"","year","month","day","date","reg_season","mode"
"580",1981,8,2,1981-08-02,"open","Private"
"581",1981,8,3,1981-08-03,"open","Private"
"582",1981,8,4,1981-08-04,"open","Private"
"583",1981,8,5,1981-08-05,"open","Private"
"584",1981,8,6,1981-08-06,"open","Private"
"585",1981,8,7,1981-08-07,"open","Private"
"586",1981,8,8,1981-08-08,"open","Private"
"587",1981,8,9,1981-08-09,"open","Private"
"588",1981,8,10,1981-08-10,"open","Private"
"589",1981,8,11,1981-08-11,"open","Private"
"590",1981,8,12,1981-08-12,"open","Private"
"591",1981,8,13,1981-08-13,"open","Private"
"592",1981,8,14,1981-08-14,"open","Private"
"593",1981,8,15,1981-08-15,"open","Private"
"594",1981,8,16,1981-08-16,"open","Private"
"595",1981,8,17,1981-08-17,"open","Private"
"596",1981,8,18,1981-08-18,"open","Private"
"597",1981,8,19,1981-08-19,"open","Private"
"598",1981,8,20,1981-08-20,"open","Private"
"599",1981,8,21,1981-08-21,"open","Private"
"600",1981,8,22,1981-08-22,"open","Private"
"601",1981,8,23,1981-08-23,"open","Private"
"602",1981,8,24,1981-08-24,"open","Private"
"603",1981,8,25,1981-08-25,"open","Private"
"604",1981,8,26,1981-08-26,"open","Private"
"605",1981,8,27,1981-08-27,"open","Private"
"606",1981,8,28,1981-08-28,"open","Private"
"607",1981,8,29,1981-08-29,"open","Private"
"608",1981,8,30,1981-08-30,"open","Private"
"609",1981,8,31,1981-08-31,"open","Private"
"610",1981,9,1,1981-09-01,"open","Private"
"611",1981,9,2,1981-09-02,"open","Private"
"612",1981,9,3,1981-09-03,"open","Private"
"613",1981,9,4,1981-09-04,"open","Private"
"614",1981,9,5,1981-09-05,"open","Private"
"615",1981,9,6,1981-09-06,"open","Private"
"616",1981,9,7,1981-09-07,"open","Private"
"617",1981,9,8,1981-09-08,"open","Private"
"618",1981,9,9,1981-09-09,"open","Private"
"619",1981,9,10,1981-09-10,"open","Private"
"620",1981,9,11,1981-09-11,"open","Private"
"621",1981,9,12,1981-09-12,"open","Private"
"622",1981,9,13,1981-09-13,"open","Private"
"623",1981,9,14,1981-09-14,"open","Private"
"624",1981,9,15,1981-09-15,"open","Private"
"625",1981,9,16,1981-09-16,"open","Private"
"626",1981,9,17,1981-09-17,"open","Private"
"627",1981,9,18,1981-09-18,"open","Private"
"628",1981,9,19,1981-09-19,"open","Private"
"629",1981,9,20,1981-09-20,"open","Private"
"630",1981,9,21,1981-09-21,"open","Private"
"631",1981,9,22,1981-09-22,"open","Private"
"632",1981,9,23,1981-09-23,"open","Private"
"633",1981,9,24,1981-09-24,"open","Private"
"634",1981,9,25,1981-09-25,"open","Private"
"635",1981,9,26,1981-09-26,"open","Private"
"636",1981,9,27,1981-09-27,"open","Private"
"637",1981,9,28,1981-09-28,"open","Private"
"638",1981,9,29,1981-09-29,"open","Private"
"639",1981,9,30,1981-09-30,"open","Private"
"640",1981,10,1,1981-10-01,"open","Private"
"641",1981,10,2,1981-10-02,"open","Private"
"642",1981,10,3,1981-10-03,"open","Private"
"643",1981,10,4,1981-10-04,"open","Private"
"644",1981,10,5,1981-10-05,"open","Private"
"645",1981,10,6,1981-10-06,"open","Private"
"646",1981,10,7,1981-10-07,"open","Private"
"647",1981,10,8,1981-10-08,"open","Private"
"648",1981,10,9,1981-10-09,"open","Private"
"649",1981,10,10,1981-10-10,"open","Private"
"650",1981,10,11,1981-10-11,"open","Private"
"651",1981,10,12,1981-10-12,"open","Private"
"652",1981,10,13,1981-10-13,"open","Private"
"653",1981,10,14,1981-10-14,"open","Private"
"654",1981,10,15,1981-10-15,"open","Private"
"655",1981,10,16,1981-10-16,"open","Private"
"656",1981,10,17,1981-10-17,"open","Private"
"657",1981,10,18,1981-10-18,"open","Private"
"658",1981,10,19,1981-10-19,"open","Private"
"659",1981,10,20,1981-10-20,"open","Private"
"660",1981,10,21,1981-10-21,"open","Private"
"661",1981,10,22,1981-10-22,"open","Private"
"662",1981,10,23,1981-10-23,"open","Private"
"663",1981,10,24,1981-10-24,"open","Private"
"664",1981,10,25,1981-10-25,"open","Private"
"665",1981,10,26,1981-10-26,"open","Private"
"666",1981,10,27,1981-10-27,"open","Private"
"667",1981,10,28,1981-10-28,"open","Private"
"668",1981,10,29,1981-10-29,"open","Private"
"669",1981,10,30,1981-10-30,"open","Private"
"670",1981,10,31,1981-10-31,"open","Private"
"671",1981,11,1,1981-11-01,"open","Private"
"672",1981,11,2,1981-11-02,"open","Private"
"673",1981,11,3,1981-11-03,"open","Private"
"674",1981,11,4,1981-11-04,"open","Private"
"675",1981,11,5,1981-11-05,"open","Private"
"676",1981,11,6,1981-11-06,"open","Private"
"677",1981,11,7,1981-11-07,"open","Private"
"678",1981,11,8,1981-11-08,"open","Private"
"679",1981,11,9,1981-11-09,"open","Private"
"680",1981,11,10,1981-11-10,"open","Private"
"681",1981,11,11,1981-11-11,"open","Private"
"682",1981,11,12,1981-11-12,"open","Private"
"683",1981,11,13,1981-11-13,"open","Private"
"684",1981,11,14,1981-11-14,"open","Private"
"685",1981,11,15,1981-11-15,"open","Private"
"686",1981,11,16,1981-11-16,"open","Private"
"687",1981,11,17,1981-11-17,"open","Private"
"688",1981,11,18,1981-11-18,"open","Private"
"689",1981,11,19,1981-11-19,"open","Private"
"690",1981,11,20,1981-11-20,"open","Private"
"691",1981,11,21,1981-11-21,"open","Private"
"692",1981,11,22,1981-11-22,"open","Private"
"693",1981,11,23,1981-11-23,"open","Private"
"694",1981,11,24,1981-11-24,"open","Private"
"695",1981,11,25,1981-11-25,"open","Private"
"696",1981,11,26,1981-11-26,"open","Private"
"697",1981,11,27,1981-11-27,"open","Private"
"698",1981,11,28,1981-11-28,"open","Private"
"699",1981,11,29,1981-11-29,"open","Private"
"700",1981,11,30,1981-11-30,"open","Private"
"701",1981,12,1,1981-12-01,"open","Private"
"702",1981,12,2,1981-12-02,"open","Private"
"703",1981,12,3,1981-12-03,"open","Private"
"704",1981,12,4,1981-12-04,"open","Private"
"705",1981,12,5,1981-12-05,"open","Private"
"706",1981,12,6,1981-12-06,"open","Private"
"707",1981,12,7,1981-12-07,"open","Private"
"708",1981,12,8,1981-12-08,"open","Private"
"709",1981,12,9,1981-12-09,"open","Private"
"710",1981,12,10,1981-12-10,"open","Private"
"711",1981,12,11,1981-12-11,"open","Private"
"712",1981,12,12,1981-12-12,"open","Private"
"713",1981,12,13,1981-12-13,"open","Private"
"714",1981,12,14,1981-12-14,"open","Private"
"715",1981,12,15,1981-12-15,"open","Private"
"716",1981,12,16,1981-12-16,"open","Private"
"717",1981,12,17,1981-12-17,"open","Private"
"718",1981,12,18,1981-12-18,"open","Private"
"719",1981,12,19,1981-12-19,"open","Private"
"720",1981,12,20,1981-12-20,"open","Private"
"721",1981,12,21,1981-12-21,"open","Private"
"722",1981,12,22,1981-12-22,"open","Private"
"723",1981,12,23,1981-12-23,"open","Private"
"724",1981,12,24,1981-12-24,"open","Private"
"725",1981,12,25,1981-12-25,"open","Private"
"726",1981,12,26,1981-12-26,"open","Private"
"727",1981,12,27,1981-12-27,"open","Private"
"728",1981,12,28,1981-12-28,"open","Private"
"729",1981,12,29,1981-12-29,"open","Private"
"730",1981,12,30,1981-12-30,"open","Private"
"731",1981,12,31,1981-12-31,"open","Private"
"732",1982,1,1,1982-01-01,"open","Private"
"733",1982,1,2,1982-01-02,"open","Private"
"734",1982,1,3,1982-01-03,"open","Private"
"735",1982,1,4,1982-01-04,"open","Private"
"736",1982,1,5,1982-01-05,"open","Private"
"737",1982,1,6,1982-01-06,"open","Private"
"738",1982,1,7,1982-01-07,"open","Private"
"739",1982,1,8,1982-01-08,"open","Private"
"740",1982,1,9,1982-01-09,"open","Private"
"741",1982,1,10,1982-01-10,"open","Private"
"742",1982,1,11,1982-01-11,"open","Private"
"743",1982,1,12,1982-01-12,"open","Private"
"744",1982,1,13,1982-01-13,"open","Private"
"745",1982,1,14,1982-01-14,"open","Private"
"746",1982,1,15,1982-01-15,"open","Private"
"747",1982,1,16,1982-01-16,"open","Private"
"748",1982,1,17,1982-01-17,"open","Private"
"749",1982,1,18,1982-01-18,"open","Private"
"750",1982,1,19,1982-01-19,"open","Private"
"751",1982,1,20,1982-01-20,"open","Private"
"752",1982,1,21,1982-01-21,"open","Private"
"753",1982,1,22,1982-01-22,"open","Private"
"754",1982,1,23,1982-01-23,"open","Private"
"755",1982,1,24,1982-01-24,"open","Private"
"756",1982,1,25,1982-01-25,"open","Private"
"757",1982,1,26,1982-01-26,"open","Private"
"758",1982,1,27,1982-01-27,"open","Private"
"759",1982,1,28,1982-01-28,"open","Private"
"760",1982,1,29,1982-01-29,"open","Private"
"761",1982,1,30,1982-01-30,"open","Private"
"762",1982,1,31,1982-01-31,"open","Private"
"763",1982,2,1,1982-02-01,"open","Private"
"764",1982,2,2,1982-02-02,"open","Private"
"765",1982,2,3,1982-02-03,"open","Private"
"766",1982,2,4,1982-02-04,"open","Private"
"767",1982,2,5,1982-02-05,"open","Private"
"768",1982,2,6,1982-02-06,"open","Private"
"769",1982,2,7,1982-02-07,"open","Private"
"770",1982,2,8,1982-02-08,"open","Private"
"771",1982,2,9,1982-02-09,"open","Private"
"772",1982,2,10,1982-02-10,"open","Private"
"773",1982,2,11,1982-02-11,"open","Private"
"774",1982,2,12,1982-02-12,"open","Private"
"775",1982,2,13,1982-02-13,"open","Private"
"776",1982,2,14,1982-02-14,"open","Private"
"777",1982,2,15,1982-02-15,"open","Private"
"778",1982,2,16,1982-02-16,"open","Private"
"779",1982,2,17,1982-02-17,"open","Private"
"780",1982,2,18,1982-02-18,"open","Private"
"781",1982,2,19,1982-02-19,"open","Private"
"782",1982,2,20,1982-02-20,"open","Private"
"783",1982,2,21,1982-02-21,"open","Private"
"784",1982,2,22,1982-02-22,"open","Private"
"785",1982,2,23,1982-02-23,"open","Private"
"786",1982,2,24,1982-02-24,"open","Private"
"787",1982,2,25,1982-02-25,"open","Private"
"788",1982,2,26,1982-02-26,"open","Private"
"789",1982,2,27,1982-02-27,"open","Private"
"790",1982,2,28,1982-02-28,"open","Private"
"791",1982,3,1,1982-03-01,"open","Private"
"792",1982,3,2,1982-03-02,"open","Private"
"793",1982,3,3,1982-03-03,"open","Private"
"794",1982,3,4,1982-03-04,"open","Private"
"795",1982,3,5,1982-03-05,"open","Private"
"796",1982,3,6,1982-03-06,"open","Private"
"797",1982,3,7,1982-03-07,"open","Private"
"798",1982,3,8,1982-03-08,"open","Private"
"799",1982,3,9,1982-03-09,"open","Private"
"800",1982,3,10,1982-03-10,"open","Private"
"801",1982,3,11,1982-03-11,"open","Private"
"802",1982,3,12,1982-03-12,"open","Private"
"803",1982,3,13,1982-03-13,"open","Private"
"804",1982,3,14,1982-03-14,"open","Private"
"805",1982,3,15,1982-03-15,"open","Private"
"806",1982,3,16,1982-03-16,"open","Private"
"807",1982,3,17,1982-03-17,"open","Private"
"808",1982,3,18,1982-03-18,"open","Private"
"809",1982,3,19,1982-03-19,"open","Private"
"810",1982,3,20,1982-03-20,"open","Private"
"811",1982,3,21,1982-03-21,"open","Private"
"812",1982,3,22,1982-03-22,"open","Private"
"813",1982,3,23,1982-03-23,"open","Private"
"814",1982,3,24,1982-03-24,"open","Private"
"815",1982,3,25,1982-03-25,"open","Private"
"816",1982,3,26,1982-03-26,"open","Private"
"817",1982,3,27,1982-03-27,"open","Private"
"818",1982,3,28,1982-03-28,"open","Private"
"819",1982,3,29,1982-03-29,"open","Private"
"820",1982,3,30,1982-03-30,"open","Private"
"821",1982,3,31,1982-03-31,"open","Private"
"822",1982,4,1,1982-04-01,"open","Private"
"823",1982,4,2,1982-04-02,"open","Private"
"824",1982,4,3,1982-04-03,"open","Private"
"825",1982,4,4,1982-04-04,"open","Private"
"826",1982,4,5,1982-04-05,"open","Private"
"827",1982,4,6,1982-04-06,"open","Private"
"828",1982,4,7,1982-04-07,"open","Private"
"829",1982,4,8,1982-04-08,"open","Private"
"830",1982,4,9,1982-04-09,"open","Private"
"831",1982,4,10,1982-04-10,"open","Private"
"832",1982,4,11,1982-04-11,"open","Private"
"833",1982,4,12,1982-04-12,"open","Private"
"834",1982,4,13,1982-04-13,"open","Private"
"835",1982,4,14,1982-04-14,"open","Private"
"836",1982,4,15,1982-04-15,"open","Private"
"837",1982,4,16,1982-04-16,"open","Private"
"838",1982,4,17,1982-04-17,"open","Private"
"839",1982,4,18,1982-04-18,"open","Private"
"840",1982,4,19,1982-04-19,"open","Private"
"841",1982,4,20,1982-04-20,"open","Private"
"842",1982,4,21,1982-04-21,"open","Private"
"843",1982,4,22,1982-04-22,"open","Private"
"844",1982,4,23,1982-04-23,"open","Private"
"845",1982,4,24,1982-04-24,"open","Private"
"846",1982,4,25,1982-04-25,"open","Private"
"847",1982,4,26,1982-04-26,"open","Private"
"848",1982,4,27,1982-04-27,"open","Private"
"849",1982,4,28,1982-04-28,"open","Private"
"850",1982,4,29,1982-04-29,"open","Private"
"851",1982,4,30,1982-04-30,"open","Private"
"852",1982,5,1,1982-05-01,"open","Private"
"853",1982,5,2,1982-05-02,"open","Private"
"854",1982,5,3,1982-05-03,"open","Private"
"855",1982,5,4,1982-05-04,"open","Private"
"856",1982,5,5,1982-05-05,"open","Private"
"857",1982,5,6,1982-05-06,"open","Private"
"858",1982,5,7,1982-05-07,"open","Private"
"859",1982,5,8,1982-05-08,"open","Private"
"860",1982,5,9,1982-05-09,"open","Private"
"861",1982,5,10,1982-05-10,"open","Private"
"862",1982,5,11,1982-05-11,"open","Private"
"863",1982,5,12,1982-05-12,"open","Private"
"864",1982,5,13,1982-05-13,"open","Private"
"865",1982,5,14,1982-05-14,"open","Private"
"866",1982,5,15,1982-05-15,"open","Private"
"867",1982,5,16,1982-05-16,"open","Private"
"868",1982,5,17,1982-05-17,"open","Private"
"869",1982,5,18,1982-05-18,"open","Private"
"870",1982,5,19,1982-05-19,"open","Private"
"871",1982,5,20,1982-05-20,"open","Private"
"872",1982,5,21,1982-05-21,"open","Private"
"873",1982,5,22,1982-05-22,"open","Private"
"874",1982,5,23,1982-05-23,"open","Private"
"875",1982,5,24,1982-05-24,"open","Private"
"876",1982,5,25,1982-05-25,"open","Private"
"877",1982,5,26,1982-05-26,"open","Private"
"878",1982,5,27,1982-05-27,"open","Private"
"879",1982,5,28,1982-05-28,"open","Private"
"880",1982,5,29,1982-05-29,"open","Private"
"881",1982,5,30,1982-05-30,"open","Private"
"882",1982,5,31,1982-05-31,"open","Private"
"883",1982,6,1,1982-06-01,"open","Private"
"884",1982,6,2,1982-06-02,"open","Private"
"885",1982,6,3,1982-06-03,"open","Private"
"886",1982,6,4,1982-06-04,"open","Private"
"887",1982,6,5,1982-06-05,"open","Private"
"888",1982,6,6,1982-06-06,"open","Private"
"889",1982,6,7,1982-06-07,"open","Private"
"890",1982,6,8,1982-06-08,"open","Private"
"891",1982,6,9,1982-06-09,"open","Private"
"892",1982,6,10,1982-06-10,"open","Private"
"893",1982,6,11,1982-06-11,"open","Private"
"894",1982,6,12,1982-06-12,"open","Private"
"895",1982,6,13,1982-06-13,"open","Private"
"896",1982,6,14,1982-06-14,"open","Private"
"897",1982,6,15,1982-06-15,"open","Private"
"898",1982,6,16,1982-06-16,"open","Private"
"899",1982,6,17,1982-06-17,"open","Private"
"900",1982,6,18,1982-06-18,"open","Private"
"901",1982,6,19,1982-06-19,"open","Private"
"902",1982,6,20,1982-06-20,"open","Private"
"903",1982,6,21,1982-06-21,"open","Private"
"904",1982,6,22,1982-06-22,"open","Private"
"905",1982,6,23,1982-06-23,"open","Private"
"906",1982,6,24,1982-06-24,"open","Private"
"907",1982,6,25,1982-06-25,"open","Private"
"908",1982,6,26,1982-06-26,"open","Private"
"909",1982,6,27,1982-06-27,"open","Private"
"910",1982,6,28,1982-06-28,"open","Private"
"911",1982,6,29,1982-06-29,"open","Private"
"912",1982,6,30,1982-06-30,"open","Private"
"913",1982,7,1,1982-07-01,"open","Private"
"914",1982,7,2,1982-07-02,"open","Private"
"915",1982,7,3,1982-07-03,"open","Private"
"916",1982,7,4,1982-07-04,"open","Private"
"917",1982,7,5,1982-07-05,"open","Private"
"918",1982,7,6,1982-07-06,"open","Private"
"919",1982,7,7,1982-07-07,"open","Private"
"920",1982,7,8,1982-07-08,"open","Private"
"921",1982,7,9,1982-07-09,"open","Private"
"922",1982,7,10,1982-07-10,"open","Private"
"923",1982,7,11,1982-07-11,"open","Private"
"924",1982,7,12,1982-07-12,"open","Private"
"925",1982,7,13,1982-07-13,"open","Private"
"926",1982,7,14,1982-07-14,"open","Private"
"927",1982,7,15,1982-07-15,"open","Private"
"928",1982,7,16,1982-07-16,"open","Private"
"929",1982,7,17,1982-07-17,"open","Private"
"930",1982,7,18,1982-07-18,"open","Private"
"931",1982,7,19,1982-07-19,"open","Private"
"932",1982,7,20,1982-07-20,"open","Private"
"933",1982,7,21,1982-07-21,"open","Private"
"934",1982,7,22,1982-07-22,"open","Private"
"935",1982,7,23,1982-07-23,"open","Private"
"936",1982,7,24,1982-07-24,"open","Private"
"937",1982,7,25,1982-07-25,"open","Private"
"938",1982,7,26,1982-07-26,"open","Private"
"939",1982,7,27,1982-07-27,"open","Private"
"940",1982,7,28,1982-07-28,"open","Private"
"941",1982,7,29,1982-07-29,"open","Private"
"942",1982,7,30,1982-07-30,"open","Private"
"943",1982,7,31,1982-07-31,"open","Private"
"944",1982,8,1,1982-08-01,"open","Private"
"945",1982,8,2,1982-08-02,"open","Private"
"946",1982,8,3,1982-08-03,"open","Private"
"947",1982,8,4,1982-08-04,"open","Private"
"948",1982,8,5,1982-08-05,"open","Private"
"949",1982,8,6,1982-08-06,"open","Private"
"950",1982,8,7,1982-08-07,"open","Private"
"951",1982,8,8,1982-08-08,"open","Private"
"952",1982,8,9,1982-08-09,"open","Private"
"953",1982,8,10,1982-08-10,"open","Private"
"954",1982,8,11,1982-08-11,"open","Private"
"955",1982,8,12,1982-08-12,"open","Private"
"956",1982,8,13,1982-08-13,"open","Private"
"957",1982,8,14,1982-08-14,"open","Private"
"958",1982,8,15,1982-08-15,"open","Private"
"959",1982,8,16,1982-08-16,"open","Private"
"960",1982,8,17,1982-08-17,"open","Private"
"961",1982,8,18,1982-08-18,"open","Private"
"962",1982,8,19,1982-08-19,"open","Private"
"963",1982,8,20,1982-08-20,"open","Private"
"964",1982,8,21,1982-08-21,"open","Private"
"965",1982,8,22,1982-08-22,"open","Private"
"966",1982,8,23,1982-08-23,"open","Private"
"967",1982,8,24,1982-08-24,"open","Private"
"968",1982,8,25,1982-08-25,"open","Private"
"969",1982,8,26,1982-08-26,"open","Private"
"970",1982,8,27,1982-08-27,"open","Private"
"971",1982,8,28,1982-08-28,"open","Private"
"972",1982,8,29,1982-08-29,"open","Private"
"973",1982,8,30,1982-08-30,"open","Private"
"974",1982,8,31,1982-08-31,"open","Private"
"975",1982,9,1,1982-09-01,"open","Private"
"976",1982,9,2,1982-09-02,"open","Private"
"977",1982,9,3,1982-09-03,"open","Private"
"978",1982,9,4,1982-09-04,"open","Private"
"979",1982,9,5,1982-09-05,"open","Private"
"980",1982,9,6,1982-09-06,"open","Private"
"981",1982,9,7,1982-09-07,"open","Private"
"982",1982,9,8,1982-09-08,"open","Private"
"983",1982,9,9,1982-09-09,"open","Private"
"984",1982,9,10,1982-09-10,"open","Private"
"985",1982,9,11,1982-09-11,"open","Private"
"986",1982,9,12,1982-09-12,"open","Private"
"987",1982,9,13,1982-09-13,"open","Private"
"988",1982,9,14,1982-09-14,"open","Private"
"989",1982,9,15,1982-09-15,"open","Private"
"990",1982,9,16,1982-09-16,"open","Private"
"991",1982,9,17,1982-09-17,"open","Private"
"992",1982,9,18,1982-09-18,"open","Private"
"993",1982,9,19,1982-09-19,"open","Private"
"994",1982,9,20,1982-09-20,"open","Private"
"995",1982,9,21,1982-09-21,"open","Private"
"996",1982,9,22,1982-09-22,"open","Private"
"997",1982,9,23,1982-09-23,"open","Private"
"998",1982,9,24,1982-09-24,"open","Private"
"999",1982,9,25,1982-09-25,"open","Private"
"1000",1982,9,26,1982-09-26,"open","Private"
"1001",1982,9,27,1982-09-27,"open","Private"
"1002",1982,9,28,1982-09-28,"open","Private"
"1003",1982,9,29,1982-09-29,"open","Private"
"1004",1982,9,30,1982-09-30,"open","Private"
"1005",1982,10,1,1982-10-01,"open","Private"
"1006",1982,10,2,1982-10-02,"open","Private"
"1007",1982,10,3,1982-10-03,"open","Private"
"1008",1982,10,4,1982-10-04,"open","Private"
"1009",1982,10,5,1982-10-05,"open","Private"
"1010",1982,10,6,1982-10-06,"open","Private"
"1011",1982,10,7,1982-10-07,"open","Private"
"1012",1982,10,8,1982-10-08,"open","Private"
"1013",1982,10,9,1982-10-09,"open","Private"
"1014",1982,10,10,1982-10-10,"open","Private"
"1015",1982,10,11,1982-10-11,"open","Private"
"1016",1982,10,12,1982-10-12,"open","Private"
"1017",1982,10,13,1982-10-13,"open","Private"
"1018",1982,10,14,1982-10-14,"open","Private"
"1019",1982,10,15,1982-10-15,"open","Private"
"1020",1982,10,16,1982-10-16,"open","Private"
"1021",1982,10,17,1982-10-17,"open","Private"
"1022",1982,10,18,1982-10-18,"open","Private"
"1023",1982,10,19,1982-10-19,"open","Private"
"1024",1982,10,20,1982-10-20,"open","Private"
"1025",1982,10,21,1982-10-21,"open","Private"
"1026",1982,10,22,1982-10-22,"open","Private"
